224,2 348,2 426,3 555,3 351,2 427,2 346,2 1,1
442,1 527,3 366,1 436,1 542,1 458,1 341,2 1,1
224,2 436,1 421,1 411,3 351,2 0,0 0,0 1,1
224,1 339,1 351,1 337,1 452,1 0,0 0,0 1,1
552,1 343,1 345,1 351,1 0,0 0,0 0,0 1,1
224,1 542,1 339,1 337,1 452,1 0,0 0,0 1,1
552,1 542,1 339,1 337,1 0,0 0,0 0,0 1,1
552,2 380,1 514,3 315,1 542,2 0,0 0,0 1,1
442,1 426,1 436,1 357,3 351,2 359,2 353,3 1,1
291,1 361,2 359,2 237,2 290,1 366,1 424,3 1,1
442,1 542,1 436,1 490,3 520,3 0,0 0,0 1,1
552,2 542,2 315,1 514,3 0,0 0,0 0,0 1,1
552,1 542,1 315,1 514,1 0,0 0,0 0,0 1,1
552,1 542,1 339,1 306,1 0,0 0,0 0,0 1,1
552,1 542,1 546,1 301,1 537,1 543,1 0,0 1,1
552,1 542,1 299,1 0,0 0,0 0,0 0,0 1,1
552,1 542,1 299,1 537,1 0,0 0,0 0,0 1,1
552,1 542,1 339,1 0,0 0,0 0,0 0,0 2,2
552,1 542,1 321,1 0,0 0,0 0,0 0,0 1,1
224,1 361,1 426,1 359,1 358,1 424,1 138,1 2,2
552,1 409,1 0,0 0,0 0,0 0,0 0,0 1,1
224,1 339,1 337,1 452,1 0,0 0,0 0,0 1,1
224,1 343,1 345,1 0,0 0,0 0,0 0,0 1,1
224,1 349,1 343,1 344,1 0,0 0,0 0,0 1,1
552,1 542,1 308,1 0,0 0,0 0,0 0,0 2,2
224,1 348,1 344,1 424,1 414,1 426,1 0,0 1,1
224,1 533,1 532,1 0,0 0,0 0,0 0,0 1,1
552,1 388,1 425,1 426,1 0,0 0,0 0,0 1,1
224,1 337,1 452,1 543,1 0,0 0,0 0,0 1,1
224,1 533,1 343,1 344,1 0,0 0,0 0,0 1,1
552,1 542,1 533,1 0,0 0,0 0,0 0,0 1,1
224,1 349,1 340,1 544,1 0,0 0,0 0,0 1,1
291,1 426,3 436,1 542,2 352,1 346,2 0,0 1,1
552,1 542,1 519,1 520,1 0,0 0,0 0,0 2,3
552,1 542,1 519,1 543,1 0,0 0,0 0,0 1,2
224,1 348,1 542,1 402,1 346,1 0,0 0,0 1,2
552,1 515,1 546,1 514,1 544,1 0,0 0,0 1,2
224,1 533,1 344,1 426,1 346,1 343,1 0,0 1,2
224,1 533,1 542,1 0,0 0,0 0,0 0,0 2,4
224,1 533,1 344,1 424,1 346,1 0,0 0,0 2,5
552,1 542,1 514,1 543,1 0,0 0,0 0,0 1,3
552,1 515,1 542,1 514,1 513,1 0,0 0,0 1,5
552,1 542,1 527,1 543,1 0,0 0,0 0,0 1,7
552,1 542,1 532,1 544,1 0,0 0,0 0,0 1,8
552,1 515,1 514,1 543,1 0,0 0,0 0,0 1,10
224,1 353,1 0,0 0,0 0,0 0,0 0,0 1,28
224,1 343,1 542,1 345,1 415,1 346,1 0,0 0,2
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,8
552,2 515,2 514,3 543,2 0,0 0,0 0,0 0,1
552,2 515,2 514,2 543,2 0,0 0,0 0,0 0,1
442,1 436,1 483,1 406,1 0,0 0,0 0,0 0,1
224,1 361,1 0,0 0,0 0,0 0,0 0,0 0,2
552,1 174,1 381,1 337,1 306,1 0,0 0,0 0,1
552,1 367,1 0,0 0,0 0,0 0,0 0,0 0,3
224,1 348,1 387,1 385,1 0,0 0,0 0,0 0,4
552,1 542,1 0,0 0,0 0,0 0,0 0,0 0,2
442,1 436,1 351,2 346,2 348,2 0,0 0,0 0,1
442,1 361,2 347,2 358,2 364,1 424,1 366,1 0,2
224,1 348,1 514,1 371,1 367,1 0,0 0,0 0,1
224,1 348,1 371,1 346,1 237,1 0,0 0,0 0,1
224,1 533,1 0,0 0,0 0,0 0,0 0,0 0,3
552,2 409,1 0,0 0,0 0,0 0,0 0,0 0,1
552,2 542,1 532,3 544,3 0,0 0,0 0,0 0,1
552,2 542,1 532,3 544,1 0,0 0,0 0,0 0,1
552,2 542,1 527,3 543,1 0,0 0,0 0,0 0,2
552,2 542,1 532,2 544,2 0,0 0,0 0,0 0,1
240,1 348,1 347,1 378,1 346,1 542,1 0,0 0,1
442,1 348,2 347,2 457,2 346,2 0,0 0,0 0,1
224,1 532,1 0,0 0,0 0,0 0,0 0,0 0,5
552,2 542,1 514,3 543,3 0,0 0,0 0,0 0,1
552,2 515,3 542,1 514,2 513,2 0,0 0,0 0,1
442,1 436,1 448,1 430,2 0,0 0,0 0,0 0,1
552,1 542,1 533,1 541,1 0,0 0,0 0,0 0,3
224,1 542,1 520,1 544,1 0,0 0,0 0,0 0,1
224,1 343,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 339,1 387,1 385,1 381,1 0,0 0,0 0,1
224,1 542,1 343,1 344,1 345,1 409,1 0,0 0,1
224,1 348,1 457,1 357,1 0,0 0,0 0,0 0,1
552,2 533,2 544,3 0,0 0,0 0,0 0,0 0,1
552,1 533,1 544,1 0,0 0,0 0,0 0,0 0,1
224,1 521,1 544,1 0,0 0,0 0,0 0,0 0,1
224,1 348,1 381,1 424,1 387,1 169,1 172,1 0,1
