552,2 542,2 315,1 371,1 424,1 369,1 427,1 2,2
200,1 348,2 524,1 290,1 357,3 351,2 360,1 1,1
552,2 514,3 184,1 546,1 457,1 312,1 512,1 1,1
552,1 542,1 339,1 520,1 543,1 0,0 0,0 1,1
224,1 542,1 339,1 337,1 519,1 543,1 0,0 1,1
552,1 542,1 339,1 520,1 306,1 452,1 0,0 1,1
552,2 514,2 184,1 546,2 457,1 312,3 512,2 1,1
224,1 348,1 542,1 345,1 415,1 417,1 409,1 1,1
224,2 348,2 345,2 414,2 415,2 417,2 346,2 1,1
442,1 436,1 450,1 542,2 415,2 344,2 346,2 1,1
442,1 395,3 348,2 436,1 401,2 351,2 457,2 1,1
552,1 542,1 344,1 320,1 533,1 343,1 0,0 1,1
224,1 339,1 381,1 351,1 337,1 543,1 544,1 1,1
291,1 542,1 348,2 476,1 357,3 351,2 546,2 1,1
224,1 339,1 520,1 544,1 543,1 0,0 0,0 1,1
552,1 542,1 543,1 320,1 545,1 0,0 0,0 1,1
442,1 436,1 542,1 433,1 426,1 448,1 351,2 1,1
291,1 152,1 421,1 424,2 414,2 411,3 351,2 1,1
552,1 514,1 544,1 312,1 513,1 543,1 0,0 1,1
552,1 514,1 546,1 543,1 513,1 311,1 544,1 1,1
224,1 388,1 339,1 429,1 387,1 424,1 381,1 1,1
224,1 339,1 337,1 452,1 0,0 0,0 0,0 1,1
224,1 343,1 345,1 0,0 0,0 0,0 0,0 2,2
224,1 348,1 542,1 519,1 387,1 338,1 389,1 1,1
224,1 349,1 451,1 0,0 0,0 0,0 0,0 1,1
224,1 349,1 339,1 337,1 519,1 452,1 0,0 1,1
224,1 343,1 345,1 544,1 532,1 0,0 0,0 1,1
442,1 339,1 520,3 172,1 387,1 385,2 337,3 1,1
224,1 428,1 162,1 542,1 402,1 161,1 539,1 3,4
552,1 514,1 544,1 543,1 0,0 0,0 0,0 1,2
224,1 542,1 514,1 544,1 543,1 513,1 0,0 1,2
224,1 542,1 533,1 415,1 344,1 424,1 417,1 1,2
224,1 349,1 344,1 345,1 343,1 532,1 0,0 2,4
224,1 542,1 533,1 544,1 543,1 0,0 0,0 2,5
224,1 349,1 344,1 345,1 343,1 544,1 0,0 1,3
224,1 542,1 533,1 345,1 344,1 424,1 411,1 2,6
224,1 533,1 0,0 0,0 0,0 0,0 0,0 1,3
552,1 514,1 542,1 543,1 544,1 0,0 0,0 1,4
224,1 533,1 532,1 544,1 543,1 0,0 0,0 2,8
224,1 388,1 384,1 385,1 351,1 337,1 381,1 1,6
224,1 388,1 0,0 0,0 0,0 0,0 0,0 0,12
224,1 542,1 514,1 544,1 541,1 543,1 513,1 0,2
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,19
552,1 428,1 448,1 430,1 429,1 542,1 350,1 0,1
224,1 542,1 0,0 0,0 0,0 0,0 0,0 0,6
442,1 395,3 348,2 436,1 401,2 351,1 457,2 0,1
442,1 348,1 345,1 414,1 344,1 417,1 346,1 0,1
442,1 348,2 341,2 359,2 357,3 358,2 356,3 0,1
224,1 162,1 541,1 194,1 402,1 161,1 163,1 0,1
552,2 514,3 542,2 543,3 544,3 0,0 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,5
552,2 514,3 542,1 543,3 544,3 0,0 0,0 0,1
552,2 514,2 542,1 543,1 544,1 0,0 0,0 0,1
224,1 388,1 384,1 429,1 171,1 168,1 381,1 0,2
224,1 348,1 242,1 415,1 344,1 555,1 414,1 0,1
554,1 361,2 436,1 359,1 364,1 357,3 362,1 0,1
224,1 533,1 532,1 531,1 0,0 0,0 0,0 0,2
224,1 514,1 544,1 0,0 0,0 0,0 0,0 0,1
552,1 514,1 542,1 543,1 541,1 544,1 0,0 0,1
224,1 542,1 533,1 344,1 531,1 415,1 409,1 0,1
224,1 349,1 344,1 345,1 411,1 409,1 532,1 0,1
224,1 542,1 525,1 544,1 543,1 526,1 0,0 0,4
552,2 514,2 544,2 543,2 0,0 0,0 0,0 0,1
224,1 533,1 532,1 544,1 0,0 0,0 0,0 0,1
262,2 388,2 381,3 339,1 338,2 519,2 426,3 0,1
