291,1 381,3 542,2 474,1 387,2 237,2 394,1 1,1
291,1 436,1 448,1 351,2 411,3 485,3 422,1 1,1
442,1 443,1 287,3 169,3 457,2 351,2 337,3 1,1
552,1 542,1 339,1 519,1 452,1 0,0 0,0 1,1
442,1 348,2 490,3 457,2 546,1 198,1 346,2 1,1
442,1 443,1 337,3 457,2 385,3 351,2 426,1 1,1
552,2 532,3 320,1 531,2 0,0 0,0 0,0 1,1
552,1 542,1 339,1 519,1 307,1 0,0 0,0 1,1
552,1 542,1 527,1 525,1 324,1 543,1 0,0 1,1
552,1 542,1 532,1 543,1 319,1 0,0 0,0 1,1
552,1 542,1 339,1 305,1 0,0 0,0 0,0 1,1
552,1 339,1 544,1 520,1 0,0 0,0 0,0 1,1
552,1 546,1 542,1 525,1 324,1 543,1 0,0 1,1
442,1 348,2 542,1 436,1 457,2 351,2 0,0 1,1
442,1 361,2 355,3 423,3 364,1 358,2 346,2 1,1
224,1 337,1 452,1 0,0 0,0 0,0 0,0 2,2
552,1 542,1 544,1 538,1 300,1 0,0 0,0 1,1
224,1 349,1 344,1 345,1 343,1 0,0 0,0 1,1
224,1 337,1 520,1 452,1 0,0 0,0 0,0 1,1
552,1 544,1 527,1 543,1 0,0 0,0 0,0 1,1
224,1 542,1 337,1 349,1 452,1 0,0 0,0 1,1
552,1 542,1 344,1 409,1 349,1 343,1 411,1 1,1
552,1 542,1 533,1 543,1 0,0 0,0 0,0 2,3
552,1 542,1 541,1 514,1 543,1 513,1 0,0 1,2
224,1 542,1 543,1 520,1 519,1 0,0 0,0 1,2
552,1 542,1 514,1 543,1 513,1 0,0 0,0 1,2
552,1 339,1 519,1 520,1 0,0 0,0 0,0 1,2
552,1 339,1 544,1 351,1 452,1 0,0 0,0 1,2
224,1 162,1 194,1 161,1 163,1 158,1 0,0 1,3
224,1 348,1 414,1 415,1 417,1 346,1 409,1 2,6
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,8
224,1 533,1 344,1 351,1 345,1 0,0 0,0 0,3
224,1 343,1 344,1 345,1 409,1 531,1 0,0 0,2
224,1 361,1 0,0 0,0 0,0 0,0 0,0 0,2
552,1 231,1 308,1 387,1 0,0 0,0 0,0 0,1
503,1 367,2 373,1 514,1 371,2 542,1 436,1 0,1
224,1 533,1 344,1 414,1 415,1 343,1 346,1 0,1
552,2 325,1 524,2 522,1 546,2 0,0 0,0 0,1
224,1 348,1 542,1 520,1 387,1 346,1 0,0 0,1
224,1 348,1 395,1 158,1 555,1 401,1 163,1 0,1
552,1 367,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 348,2 347,2 346,2 491,1 0,0 0,0 0,1
224,1 348,1 387,1 385,1 0,0 0,0 0,0 0,1
442,1 348,2 450,1 346,2 0,0 0,0 0,0 0,2
552,2 339,1 329,1 430,1 0,0 0,0 0,0 0,1
552,2 399,2 395,2 430,1 346,2 537,1 539,2 0,1
552,1 536,1 544,1 538,1 0,0 0,0 0,0 0,2
224,1 533,1 542,1 414,1 344,1 346,1 411,1 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,3
552,2 542,1 541,1 514,3 543,3 513,2 0,0 0,1
224,1 532,1 543,1 0,0 0,0 0,0 0,0 0,2
224,1 348,1 542,1 519,1 387,1 172,1 169,1 0,1
