291,1 436,1 542,1 230,2 353,1 366,1 0,0 1,1
442,1 348,2 409,1 457,2 0,0 0,0 0,0 1,1
291,1 533,3 426,1 0,0 0,0 0,0 0,0 1,1
442,1 348,2 542,1 462,1 0,0 0,0 0,0 1,1
291,1 166,1 0,0 0,0 0,0 0,0 0,0 1,1
442,1 348,2 542,1 346,1 0,0 0,0 0,0 1,1
224,1 514,1 373,1 542,1 346,1 0,0 0,0 2,2
224,2 184,2 514,3 427,2 0,0 0,0 0,0 1,1
442,1 348,2 542,1 346,2 0,0 0,0 0,0 3,3
442,1 436,1 542,1 396,3 346,2 0,0 0,0 1,1
291,1 339,1 394,1 237,1 0,0 0,0 0,0 1,1
552,1 339,1 542,1 0,0 0,0 0,0 0,0 1,1
552,1 514,1 543,1 0,0 0,0 0,0 0,0 1,1
224,1 361,1 341,1 359,1 0,0 0,0 0,0 1,1
552,1 339,1 0,0 0,0 0,0 0,0 0,0 1,1
224,1 348,1 411,1 346,1 0,0 0,0 0,0 1,1
552,2 315,2 546,2 0,0 0,0 0,0 0,0 1,1
224,1 353,1 426,1 341,1 427,1 359,1 346,1 1,1
224,1 348,1 373,1 0,0 0,0 0,0 0,0 2,3
224,1 361,1 542,1 359,1 353,1 0,0 0,0 6,9
224,1 348,1 514,1 183,1 0,0 0,0 0,0 2,3
224,1 348,1 542,1 346,1 0,0 0,0 0,0 91,143
224,1 343,1 409,1 414,1 415,1 427,1 346,1 8,13
224,1 348,1 514,1 346,1 0,0 0,0 0,0 23,40
552,1 544,1 527,1 0,0 0,0 0,0 0,0 1,2
262,2 348,2 426,3 346,2 0,0 0,0 0,0 1,2
224,2 380,1 348,2 514,3 346,2 0,0 0,0 1,2
224,1 533,1 542,1 409,1 0,0 0,0 0,0 1,2
224,1 533,1 542,1 426,1 0,0 0,0 0,0 1,2
224,1 361,1 357,1 138,1 0,0 0,0 0,0 3,6
224,1 361,1 542,1 359,1 426,1 0,0 0,0 16,33
224,1 353,1 341,1 359,1 346,1 427,1 426,1 2,5
224,1 380,1 348,1 514,1 346,1 0,0 0,0 7,19
224,1 361,1 426,1 353,1 359,1 346,1 0,0 4,11
224,1 184,1 514,1 346,1 0,0 0,0 0,0 1,3
224,1 361,1 542,1 359,1 136,1 0,0 0,0 1,3
224,1 184,1 367,1 427,1 346,1 0,0 0,0 1,3
224,1 348,1 367,1 183,1 346,1 0,0 0,0 3,10
224,1 184,1 514,1 183,1 0,0 0,0 0,0 3,11
224,1 184,1 367,1 183,1 346,1 0,0 0,0 4,15
224,1 361,1 353,1 426,1 359,1 346,1 0,0 2,9
224,1 348,1 462,1 158,1 0,0 0,0 0,0 1,5
224,1 348,1 367,1 346,1 183,1 0,0 0,0 1,6
224,1 348,1 542,1 395,1 426,1 0,0 0,0 1,6
224,1 361,1 230,1 136,1 359,1 346,1 0,0 0,1
442,1 348,2 462,1 351,2 0,0 0,0 0,0 0,2
224,2 348,2 514,1 346,2 0,0 0,0 0,0 0,1
442,1 348,2 409,3 457,1 0,0 0,0 0,0 0,1
291,1 366,1 230,2 542,2 341,2 237,2 0,0 0,1
224,2 348,2 514,2 346,2 0,0 0,0 0,0 0,2
224,1 184,1 426,1 183,1 346,1 0,0 0,0 0,5
442,1 376,2 514,3 0,0 0,0 0,0 0,0 0,1
224,1 361,1 353,1 359,1 346,1 0,0 0,0 0,2
224,1 361,1 353,1 346,1 136,1 359,1 0,0 0,1
224,2 361,2 353,3 341,2 346,2 0,0 0,0 0,1
442,1 340,3 457,2 364,1 346,2 0,0 0,0 0,1
224,1 348,1 409,1 344,1 0,0 0,0 0,0 0,1
442,1 450,1 394,1 346,1 0,0 0,0 0,0 0,1
224,1 348,1 353,1 346,1 0,0 0,0 0,0 0,1
224,1 361,1 542,1 341,1 0,0 0,0 0,0 0,1
224,1 422,1 343,1 420,1 346,1 418,1 415,1 0,1
442,1 348,2 357,3 0,0 0,0 0,0 0,0 0,2
442,1 348,2 273,3 351,2 0,0 0,0 0,0 0,1
224,2 361,2 353,3 359,2 346,2 0,0 0,0 0,1
224,1 184,1 514,1 427,1 0,0 0,0 0,0 0,1
224,2 380,1 348,1 514,3 346,2 0,0 0,0 0,1
240,2 348,2 344,3 346,2 0,0 0,0 0,0 0,1
442,1 514,1 373,2 369,3 380,1 346,1 0,0 0,1
442,1 348,2 409,3 344,2 422,1 0,0 0,0 0,1
240,1 177,1 175,1 0,0 0,0 0,0 0,0 0,1
442,1 348,2 357,1 0,0 0,0 0,0 0,0 0,1
224,1 361,1 359,1 353,1 358,1 0,0 0,0 0,1
224,1 368,1 514,1 369,1 367,1 0,0 0,0 0,2
552,1 426,1 533,1 0,0 0,0 0,0 0,0 0,2
224,1 348,1 347,1 0,0 0,0 0,0 0,0 0,1
